source,target,year,mean
ISR,PSE,1995,3.46705202312139
JOR,PSE,1995,-0.8
JPN,PSE,1995,2.95
LBY,PSE,1995,-2
MAR,PSE,1995,2.8
PRT,PSE,1995,1
RUS,PSE,1995,2.14
SAU,PSE,1995,4.9
SYR,PSE,1995,-2
TUN,PSE,1995,1.45
TUR,PSE,1995,1
USA,PSE,1995,2.66666666666667
YEM,PSE,1995,2.56
ZAF,PSE,1995,4
COK,PYF,1995,7
FRA,PYF,1995,1
EGY,QAT,1995,1.36
IRN,QAT,1995,1
IRQ,QAT,1995,1.9
ISR,QAT,1995,1
SAU,QAT,1995,3.6
SDN,QAT,1995,1.9
SYR,QAT,1995,1
YEM,QAT,1995,1
ALB,ROU,1995,2.8
AZE,ROU,1995,6.2
BEL,ROU,1995,8
BLR,ROU,1995,1
CHN,ROU,1995,3.4
CZE,ROU,1995,2.5
FRA,ROU,1995,0
GRC,ROU,1995,1
HUN,ROU,1995,2.82857142857143
IND,ROU,1995,3.8
ITA,ROU,1995,4
MDA,ROU,1995,0
NOR,ROU,1995,7
PAK,ROU,1995,5.5
SVK,ROU,1995,3.3
TUR,ROU,1995,1.3
UKR,ROU,1995,0
USA,ROU,1995,3
VNM,ROU,1995,7
AUT,RUS,1995,1
AZE,RUS,1995,4.74
BGR,RUS,1995,3.44444444444444
BIH,RUS,1995,2.38888888888889
CAN,RUS,1995,2
CHN,RUS,1995,0.975
CUB,RUS,1995,7
CZE,RUS,1995,0.166666666666667
DEU,RUS,1995,2.13809523809524
ERI,RUS,1995,1
ESP,RUS,1995,3.2
EST,RUS,1995,1
FIN,RUS,1995,4
FRA,RUS,1995,1.48125
GBR,RUS,1995,3.26666666666667
GEO,RUS,1995,-0.5
GRC,RUS,1995,1.97777777777778
HRV,RUS,1995,-10
HUN,RUS,1995,3.875
IND,RUS,1995,2.15384615384615
IRN,RUS,1995,4.5
IRQ,RUS,1995,1
ISR,RUS,1995,6.35
ITA,RUS,1995,0.3
JPN,RUS,1995,2
KAZ,RUS,1995,2.85
KWT,RUS,1995,1
LBN,RUS,1995,7
LTU,RUS,1995,0
LVA,RUS,1995,0.5
MDA,RUS,1995,2.5
NLD,RUS,1995,1
NOR,RUS,1995,4
OMN,RUS,1995,1.9
POL,RUS,1995,0.333333333333333
PSE,RUS,1995,1.6
SDN,RUS,1995,8
SRB,RUS,1995,3.2
SVK,RUS,1995,5.25
TJK,RUS,1995,4.63333333333333
TZA,RUS,1995,1
UKR,RUS,1995,3.22222222222222
USA,RUS,1995,2.63620689655172
ZAF,RUS,1995,2.55
ZWE,RUS,1995,1
GBR,RWA,1995,3.4
KEN,RWA,1995,7
TZA,RWA,1995,-5
ZAF,RWA,1995,0
AZE,SAU,1995,5
DEU,SAU,1995,-5
EGY,SAU,1995,0.96
GBR,SAU,1995,3.68571428571429
JPN,SAU,1995,4
OMN,SAU,1995,0
PAK,SAU,1995,1
PSE,SAU,1995,4.3
QAT,SAU,1995,2.31666666666667
SYR,SAU,1995,7
USA,SAU,1995,1
YEM,SAU,1995,3.95714285714286
CHN,SDN,1995,8
EGY,SDN,1995,-3.05714285714286
ETH,SDN,1995,0
IRQ,SDN,1995,1.45
MWI,SDN,1995,3.1
QAT,SDN,1995,2.8
RUS,SDN,1995,8
SYR,SDN,1995,0
TZA,SDN,1995,-10
UGA,SDN,1995,-3.96666666666667
FRA,SGP,1995,4
GBR,SGP,1995,5
GHA,SGP,1995,4
HKG,SGP,1995,4
IDN,SGP,1995,1
MMR,SGP,1995,3.25
MYS,SGP,1995,5.5
NZL,SGP,1995,2
PHL,SGP,1995,1
THA,SGP,1995,1.55
ZAF,SGP,1995,3.3
GBR,SLE,1995,7
GIN,SLE,1995,7.4
TWN,SLV,1995,1
ALB,SRB,1995,-2
BIH,SRB,1995,0.251063829787234
CHE,SRB,1995,1
DEU,SRB,1995,-2
FRA,SRB,1995,0.844444444444445
GBR,SRB,1995,1.7
GRC,SRB,1995,3.5
HRV,SRB,1995,2.08571428571429
JPN,SRB,1995,0.5
MKD,SRB,1995,1
RUS,SRB,1995,3.065
UKR,SRB,1995,1
USA,SRB,1995,1.675
FRA,STP,1995,2.8
GAB,STP,1995,2.8
LUX,STP,1995,3.2
AUT,SVK,1995,2
BGR,SVK,1995,6.25
CYP,SVK,1995,1.45
CZE,SVK,1995,2.38
DEU,SVK,1995,1.3
HUN,SVK,1995,3.28333333333333
ISR,SVK,1995,2.8
PHL,SVK,1995,1
POL,SVK,1995,8
PRT,SVK,1995,3.3
ROU,SVK,1995,3.6
RUS,SVK,1995,5.25
TKM,SVK,1995,7
TUR,SVK,1995,2.8
VAT,SVK,1995,1
ALB,SVN,1995,1
AUT,SVN,1995,7
DNK,SVN,1995,4
HRV,SVN,1995,4
HUN,SVN,1995,1.9
ITA,SVN,1995,3.5
POL,SVN,1995,1
TUR,SVN,1995,2.4
USA,SVN,1995,4.95
BIH,SWE,1995,1.5
CHN,SWE,1995,2.8
EST,SWE,1995,2
FRA,SWE,1995,1.6
IRN,SWE,1995,1
ZAF,SWZ,1995,1.9
AUT,SYR,1995,1.88
DEU,SYR,1995,2.85
EGY,SYR,1995,2.95769230769231
ESP,SYR,1995,1
FRA,SYR,1995,1.52727272727273
GBR,SYR,1995,2.51818181818182
GRC,SYR,1995,1
IND,SYR,1995,1
IRN,SYR,1995,0
IRQ,SYR,1995,1.13333333333333
ISR,SYR,1995,2.66666666666667
KWT,SYR,1995,1
LBN,SYR,1995,1.72857142857143
QAT,SYR,1995,1
SAU,SYR,1995,7
USA,SYR,1995,2.66
VNM,SYR,1995,1.45
YEM,SYR,1995,7
GAB,TCD,1995,7
LBY,TCD,1995,1
NGA,TCD,1995,2.8
FRA,TGO,1995,1
NGA,TGO,1995,1
VNM,TGO,1995,2
CHN,THA,1995,2.65
IDN,THA,1995,0.5
ISR,THA,1995,0
ITA,THA,1995,7
KHM,THA,1995,1.48571428571429
LAO,THA,1995,3
MMR,THA,1995,3.3
MYS,THA,1995,2.2
SGP,THA,1995,2.95
TWN,THA,1995,1
USA,THA,1995,2.81111111111111
VNM,THA,1995,4.35
IRN,TJK,1995,0.833333333333333
KAZ,TJK,1995,1
RUS,TJK,1995,3.71428571428571
TKM,TJK,1995,4.9
TUR,TJK,1995,1.9
PAK,TKM,1995,4
SVK,TKM,1995,7
TJK,TKM,1995,4.45
UZB,TKM,1995,-6.5
IDN,TLS,1995,1
IRL,TLS,1995,4.5
BIH,TUN,1995,4.15
FRA,TUN,1995,4
IRQ,TUN,1995,4
POL,TUN,1995,3.5
PSE,TUN,1995,1.225
ROU,TUN,1995,4
ZAF,TUN,1995,7
ARG,TUR,1995,3.4
ARM,TUR,1995,3.4
AZE,TUR,1995,2
BGR,TUR,1995,3.5
BIH,TUR,1995,4.33333333333333
CHN,TUR,1995,1.45
CYP,TUR,1995,0
DEU,TUR,1995,1
EST,TUR,1995,1
FRA,TUR,1995,0
GBR,TUR,1995,1
GEO,TUR,1995,2.2
GRC,TUR,1995,0.5
HRV,TUR,1995,1.9
IDN,TUR,1995,2
IRQ,TUR,1995,3.75
KWT,TUR,1995,1
PSE,TUR,1995,1
ROU,TUR,1995,1.6
SRB,TUR,1995,-2
SVK,TUR,1995,1.9
SVN,TUR,1995,1.45
TJK,TUR,1995,1.45
UKR,TUR,1995,1
USA,TUR,1995,1.5
UZB,TUR,1995,1
YEM,TUR,1995,2.46666666666667
CHN,TWN,1995,-0.5
CZE,TWN,1995,0
GNB,TWN,1995,3.1
ISL,TWN,1995,0
JPN,TWN,1995,1
PNG,TWN,1995,8
SLV,TWN,1995,1
THA,TWN,1995,1
USA,TWN,1995,2.4125
CHN,TZA,1995,2.65
RUS,TZA,1995,1
SDN,TZA,1995,-6
UGA,TZA,1995,-4.33333333333333
ZAF,TZA,1995,2.8
CHN,UGA,1995,8
COD,UGA,1995,3.5
EGY,UGA,1995,2.83333333333333
ERI,UGA,1995,1
GBR,UGA,1995,1
MWI,UGA,1995,4.4
SDN,UGA,1995,0.6
TZA,UGA,1995,-4.33333333333333
ARG,UKR,1995,5.55
BEL,UKR,1995,1
BGR,UKR,1995,1
CHL,UKR,1995,8
CHN,UKR,1995,3.56666666666667
CZE,UKR,1995,1
DEU,UKR,1995,7
GBR,UKR,1995,4.5
IRN,UKR,1995,1
ISR,UKR,1995,2.2
JPN,UKR,1995,0
KOR,UKR,1995,1
LBY,UKR,1995,1
LUX,UKR,1995,8
POL,UKR,1995,4
ROU,UKR,1995,0
RUS,UKR,1995,3.33333333333333
SRB,UKR,1995,-2.33333333333333
TUR,UKR,1995,1
USA,UKR,1995,3.2
VNM,UKR,1995,1
CUB,URY,1995,1
VEN,URY,1995,2.5
AFG,USA,1995,4
AGO,USA,1995,2.5
ALB,USA,1995,2.64
AZE,USA,1995,1
BDI,USA,1995,-2
BEL,USA,1995,-1.71428571428571
BEN,USA,1995,4
BGD,USA,1995,4
BGR,USA,1995,1.375
BHR,USA,1995,2.8
BIH,USA,1995,2.74210526315789
BLZ,USA,1995,2.5
BRA,USA,1995,1
BWA,USA,1995,1
CAN,USA,1995,2.05714285714286
CHL,USA,1995,-0.666666666666667
CHN,USA,1995,2.24473684210526
COL,USA,1995,-1.125
CUB,USA,1995,0.25
CYP,USA,1995,-0.5
CZE,USA,1995,0.5
DEU,USA,1995,2
EGY,USA,1995,2.55
ERI,USA,1995,1
ESP,USA,1995,0.6
EST,USA,1995,1
FRA,USA,1995,1.83333333333333
GBR,USA,1995,1.26315789473684
GEO,USA,1995,1.66666666666667
GHA,USA,1995,3.26666666666667
GMB,USA,1995,-5
GRC,USA,1995,2
GTM,USA,1995,3.2
HND,USA,1995,0.2
HRV,USA,1995,3.05555555555556
HTI,USA,1995,0
HUN,USA,1995,2.86666666666667
IDN,USA,1995,2.88
IND,USA,1995,0.8
IRL,USA,1995,1.95714285714286
IRQ,USA,1995,0.2
ISR,USA,1995,2.23050847457627
ITA,USA,1995,1.11428571428571
JOR,USA,1995,0.475
JPN,USA,1995,2.3
KAZ,USA,1995,3.33333333333333
KEN,USA,1995,0
KHM,USA,1995,-3
KOR,USA,1995,4
KWT,USA,1995,2.66666666666667
LAO,USA,1995,2.8
LKA,USA,1995,1
LUX,USA,1995,4.25
LVA,USA,1995,1
MAR,USA,1995,2.5
MDA,USA,1995,4
MEX,USA,1995,2.00625
MKD,USA,1995,1
MMR,USA,1995,1
NGA,USA,1995,0
NIC,USA,1995,-2
PAK,USA,1995,1.55833333333333
PAN,USA,1995,3.57142857142857
PHL,USA,1995,3
PRK,USA,1995,5.2
PSE,USA,1995,2.7
QAT,USA,1995,-2
ROU,USA,1995,4
RUS,USA,1995,2.5448275862069
SAU,USA,1995,1
SOM,USA,1995,0
SRB,USA,1995,1.50833333333333
SVK,USA,1995,2
SVN,USA,1995,5.4
SYR,USA,1995,2.77647058823529
THA,USA,1995,2.64444444444444
TTO,USA,1995,-5
TUR,USA,1995,2.98
TWN,USA,1995,2.53636363636364
UKR,USA,1995,3.49
UZB,USA,1995,1
VAT,USA,1995,2.5
VEN,USA,1995,4
VIR,USA,1995,3.4
VNM,USA,1995,3.04
ZAF,USA,1995,1.83333333333333
ZWE,USA,1995,2.66666666666667
EGY,UZB,1995,7.5
GEO,UZB,1995,4.43333333333333
JPN,UZB,1995,7
KAZ,UZB,1995,4
KGZ,UZB,1995,2.5
LVA,UZB,1995,4.5
TKM,UZB,1995,-6.5
TUR,UZB,1995,1
USA,UZB,1995,1
ALB,VAT,1995,4
ARG,VAT,1995,1.9
CUB,VAT,1995,7
POL,VAT,1995,3
SVK,VAT,1995,2.2
USA,VAT,1995,1.71428571428571
BRA,VEN,1995,1.9
COL,VEN,1995,0
CUB,VEN,1995,3.375
PAN,VEN,1995,1
PER,VEN,1995,0
URY,VEN,1995,1
USA,VIR,1995,0.5
AUS,VNM,1995,0.7
BLR,VNM,1995,2.8
BRA,VNM,1995,8
CHN,VNM,1995,1
CUB,VNM,1995,1.6
FIN,VNM,1995,4.45
JPN,VNM,1995,4
KHM,VNM,1995,3.18461538461538
LVA,VNM,1995,8
MYS,VNM,1995,3.4
PHL,VNM,1995,7.5
ROU,VNM,1995,7
SYR,VNM,1995,1.8
TGO,VNM,1995,4
THA,VNM,1995,7
UKR,VNM,1995,1
USA,VNM,1995,2.75925925925926
ERI,YEM,1995,1
IRQ,YEM,1995,1.9
PSE,YEM,1995,2.38
QAT,YEM,1995,0.666666666666667
SAU,YEM,1995,4.34285714285714
SYR,YEM,1995,7
TUR,YEM,1995,1
AGO,ZAF,1995,1
BEL,ZAF,1995,6
BWA,ZAF,1995,1
CHN,ZAF,1995,0.7
CUB,ZAF,1995,4.5
DEU,ZAF,1995,3.26666666666667
DNK,ZAF,1995,2.5
EGY,ZAF,1995,1.96
FRA,ZAF,1995,1
GBR,ZAF,1995,1.45
GRL,ZAF,1995,0
HRV,ZAF,1995,1
IRN,ZAF,1995,4
JPN,ZAF,1995,2.95
KEN,ZAF,1995,2.5
KOR,ZAF,1995,2.75
LSO,ZAF,1995,1
NGA,ZAF,1995,0
RUS,ZAF,1995,3.2
RWA,ZAF,1995,-2
SGP,ZAF,1995,3.6
SWZ,ZAF,1995,2.725
TUN,ZAF,1995,7
TZA,ZAF,1995,1.9
USA,ZAF,1995,1.95238095238095
AGO,ZMB,1995,1
CHN,ZMB,1995,3.4
EGY,ZMB,1995,3.75
GBR,ZWE,1995,0
IND,ZWE,1995,4
RUS,ZWE,1995,1
DEU,AFG,1996,1.46666666666667
IRN,AFG,1996,-0.266666666666667
KAZ,AFG,1996,-2.4
PAK,AFG,1996,0
RUS,AFG,1996,-0.571428571428572
TJK,AFG,1996,1
TKM,AFG,1996,1
USA,AFG,1996,2.62
BWA,AGO,1996,1
CHN,AGO,1996,7
CUB,AGO,1996,2.65
FRA,AGO,1996,0.666666666666667
GAB,AGO,1996,1.45714285714286
MOZ,AGO,1996,1
NAM,AGO,1996,4.18
PRT,AGO,1996,2.35
SVK,AGO,1996,1
USA,AGO,1996,0
ZAF,AGO,1996,1.3
ZWE,AGO,1996,1
AUT,ALB,1996,2.8
BGR,ALB,1996,1
BIH,ALB,1996,0
CHN,ALB,1996,6.25
ESP,ALB,1996,1
GRC,ALB,1996,1
HRV,ALB,1996,3
ITA,ALB,1996,5.75
MKD,ALB,1996,1
ROU,ALB,1996,1
TUR,ALB,1996,1
USA,ALB,1996,1.6
BHR,ARE,1996,0.5
CHN,ARE,1996,1
EGY,ARE,1996,1.75
ERI,ARE,1996,1
FRA,ARE,1996,7
HRV,ARE,1996,2.8
IRN,ARE,1996,3.4
OMN,ARE,1996,0
PSE,ARE,1996,1
RUS,ARE,1996,1
SVK,ARE,1996,1
BRA,ARG,1996,4.05714285714286
CHL,ARG,1996,4.5
CHN,ARG,1996,1
DEU,ARG,1996,4
DOM,ARG,1996,1
ECU,ARG,1996,0
ESP,ARG,1996,0.7
FRA,ARG,1996,4
GBR,ARG,1996,2.9
HND,ARG,1996,4.44
HRV,ARG,1996,2.8
IRL,ARG,1996,4
ISR,ARG,1996,1
KOR,ARG,1996,4.33333333333333
MAR,ARG,1996,1
PAN,ARG,1996,1
PER,ARG,1996,1.13333333333333
PRY,ARG,1996,1
PSE,ARG,1996,1
SLV,ARG,1996,0
UKR,ARG,1996,8
USA,ARG,1996,2.97142857142857
VNM,ARG,1996,2.06666666666667
AZE,ARM,1996,0.7
BGR,ARM,1996,8
CHE,ARM,1996,1
CHN,ARM,1996,4.05714285714286
FIN,ARM,1996,1
FRA,ARM,1996,1
GBR,ARM,1996,1
GEO,ARM,1996,2.725
IRN,ARM,1996,2.5875
RUS,ARM,1996,2.2
CHN,AUS,1996,1
GBR,AUS,1996,2.13333333333333
IDN,AUS,1996,0.68
JPN,AUS,1996,2
KHM,AUS,1996,0.666666666666667
MHL,AUS,1996,2.24
MYS,AUS,1996,3.9
PHL,AUS,1996,3
PNG,AUS,1996,3.5
SGP,AUS,1996,2.46666666666667
USA,AUS,1996,2
VNM,AUS,1996,2.6
ZAF,AUS,1996,0
ALB,AUT,1996,1.9
BGR,AUT,1996,1
CHN,AUT,1996,4
CZE,AUT,1996,4
DEU,AUT,1996,1
HRV,AUT,1996,7
IRQ,AUT,1996,1
ISR,AUT,1996,7
JPN,AUT,1996,0
KOR,AUT,1996,1.9
POL,AUT,1996,4
RUS,AUT,1996,5.5
SRB,AUT,1996,1
SVK,AUT,1996,2.07142857142857
SVN,AUT,1996,4
UKR,AUT,1996,1.26666666666667
ARM,AZE,1996,0
CHE,AZE,1996,1
DEU,AZE,1996,4
GBR,AZE,1996,7
GEO,AZE,1996,3.33333333333333
IRN,AZE,1996,0.833333333333333
PAK,AZE,1996,3.75
RUS,AZE,1996,4.36666666666667
TUR,AZE,1996,2.9
USA,AZE,1996,1
UZB,AZE,1996,4.95
BEL,BDI,1996,-6
TZA,BDI,1996,2.2
UGA,BDI,1996,1.64
USA,BDI,1996,3.6
CHN,BEL,1996,1
ESP,BEL,1996,1
GBR,BEL,1996,1
LBN,BEL,1996,1
LUX,BEL,1996,4
NLD,BEL,1996,4
RWA,BEL,1996,-2.66666666666667
SGP,BEL,1996,4
SVK,BEL,1996,3
TUR,BEL,1996,1
UGA,BEL,1996,1
USA,BEL,1996,0
VNM,BEL,1996,3
FRA,BEN,1996,4
TGO,BEN,1996,0
TUR,BEN,1996,-2
USA,BEN,1996,0
CAF,BFA,1996,7
SLE,BFA,1996,3
CHN,BGD,1996,2.7
IDN,BGD,1996,4
IND,BGD,1996,2.2125
SVK,BGD,1996,2.8
ALB,BGR,1996,1
ARM,BGR,1996,8
AUT,BGR,1996,1
DNK,BGR,1996,1
GBR,BGR,1996,1
HUN,BGR,1996,1
ITA,BGR,1996,1
KAZ,BGR,1996,4
LTU,BGR,1996,1.9
MKD,BGR,1996,3
MLT,BGR,1996,1.9
NLD,BGR,1996,8
NOR,BGR,1996,1
RUS,BGR,1996,2.2
SRB,BGR,1996,1.9
SYR,BGR,1996,1
UKR,BGR,1996,4
VNM,BGR,1996,5.4
ZWE,BGR,1996,4
ARE,BHR,1996,1
EGY,BHR,1996,3.5
KWT,BHR,1996,3.4
QAT,BHR,1996,-2
SAU,BHR,1996,7
SYR,BHR,1996,1.45
USA,BHR,1996,4
AUT,BIH,1996,4
CAN,BIH,1996,0
CHE,BIH,1996,0
DEU,BIH,1996,1.46666666666667
ESP,BIH,1996,-5
FRA,BIH,1996,0.8
GBR,BIH,1996,3.75
GRC,BIH,1996,-2
HRV,BIH,1996,0.729411764705882
HUN,BIH,1996,5.3
IRN,BIH,1996,4.5
ITA,BIH,1996,1
JPN,BIH,1996,1
KWT,BIH,1996,5.2
MYS,BIH,1996,1
NLD,BIH,1996,-1.61
PRT,BIH,1996,1.9
QAT,BIH,1996,1.6
RUS,BIH,1996,1
SAU,BIH,1996,1
SRB,BIH,1996,2.06285714285714
SWE,BIH,1996,-2
USA,BIH,1996,2.61304347826087
ZAF,BIH,1996,1.2
CHN,BLR,1996,4
DEU,BLR,1996,2.8
FRA,BLR,1996,4.5
GBR,BLR,1996,1
LTU,BLR,1996,3
MNG,BLR,1996,1
POL,BLR,1996,7
RUS,BLR,1996,3.35
SRB,BLR,1996,1
SVK,BLR,1996,2.8
USA,BLR,1996,1
GBR,BLZ,1996,0
NIC,BLZ,1996,3.4
CHL,BOL,1996,2
PER,BOL,1996,6
USA,BOL,1996,8
ARG,BRA,1996,4.28
AUS,BRA,1996,4
CHN,BRA,1996,5.2
COL,BRA,1996,1.28571428571429
ITA,BRA,1996,1
JPN,BRA,1996,1
KOR,BRA,1996,4
PRY,BRA,1996,1
SVK,BRA,1996,2.8
USA,BRA,1996,3.4
VNM,BRA,1996,-10
SGP,BRN,1996,4
AGO,BWA,1996,1
MOZ,BWA,1996,1
NAM,BWA,1996,4
ZAF,BWA,1996,1
ZWE,BWA,1996,1
BFA,CAF,1996,7
CIV,CAF,1996,7.4
CHL,CAN,1996,8
CHN,CAN,1996,-6.5
DEU,CAN,1996,1
FRA,CAN,1996,3.25
GBR,CAN,1996,-5
HKG,CAN,1996,2.33333333333333
HRV,CAN,1996,3.4
IND,CAN,1996,4
JPN,CAN,1996,3.375
POL,CAN,1996,1
ROU,CAN,1996,4
RUS,CAN,1996,3.25
RWA,CAN,1996,4
SVN,CAN,1996,1
UGA,CAN,1996,1
UKR,CAN,1996,1
USA,CAN,1996,0.777777777777778
ARM,CHE,1996,0
AZE,CHE,1996,1
CHN,CHE,1996,7
JPN,CHE,1996,3.4
LUX,CHE,1996,4
RUS,CHE,1996,1.5
ZAF,CHE,1996,0
ARG,CHL,1996,4.5
BOL,CHL,1996,0.666666666666667
BRA,CHL,1996,4
CAN,CHL,1996,4.2
CHN,CHL,1996,2.2
CRI,CHL,1996,1.9
CUB,CHL,1996,3.31666666666667
DEU,CHL,1996,1
ECU,CHL,1996,1
ESP,CHL,1996,1
GBR,CHL,1996,1
GTM,CHL,1996,2.5
JPN,CHL,1996,4
KOR,CHL,1996,3.6
PER,CHL,1996,-2
SWE,CHL,1996,4
USA,CHL,1996,1.75
VEN,CHL,1996,1
AGO,CHN,1996,7
ALB,CHN,1996,7.33333333333333
ARE,CHN,1996,1
ARG,CHN,1996,1
ARM,CHN,1996,4.96
AUS,CHN,1996,-0.8
AUT,CHN,1996,4
BEL,CHN,1996,1
BGD,CHN,1996,3.3
BLR,CHN,1996,4
BRA,CHN,1996,5.55
CHE,CHN,1996,7
CHL,CHN,1996,1.83333333333333
CIV,CHN,1996,4
COG,CHN,1996,1
CUB,CHN,1996,1.925
CZE,CHN,1996,3.5
DEU,CHN,1996,2.575
EGY,CHN,1996,1
ETH,CHN,1996,7
FIN,CHN,1996,1
FRA,CHN,1996,2.04347826086957
GBR,CHN,1996,2.75151515151515
GEO,CHN,1996,8
GNQ,CHN,1996,2.125
GRC,CHN,1996,4.625
HKG,CHN,1996,1.8
HRV,CHN,1996,3
HUN,CHN,1996,2.8
IDN,CHN,1996,1
IND,CHN,1996,0.96
IRN,CHN,1996,1
IRQ,CHN,1996,2.8
ISR,CHN,1996,1
JAM,CHN,1996,1
JOR,CHN,1996,7
JPN,CHN,1996,2.92727272727273
KAZ,CHN,1996,8
KEN,CHN,1996,1
KGZ,CHN,1996,6.625
KOR,CHN,1996,1.625
LUX,CHN,1996,1
LVA,CHN,1996,1
MLI,CHN,1996,1
MMR,CHN,1996,1
MNG,CHN,1996,4
MOZ,CHN,1996,7
MYS,CHN,1996,1
NLD,CHN,1996,0.5
NOR,CHN,1996,3
NPL,CHN,1996,2.28571428571429
NZL,CHN,1996,0.75
PAK,CHN,1996,1
PAN,CHN,1996,1.9
PHL,CHN,1996,1.90625
POL,CHN,1996,0.966666666666667
PRK,CHN,1996,2.4
PRY,CHN,1996,1
ROU,CHN,1996,4.45
RUS,CHN,1996,3.06
RWA,CHN,1996,1
SAU,CHN,1996,2.2
SGP,CHN,1996,2.94
SVK,CHN,1996,2
SWE,CHN,1996,1.75
SYR,CHN,1996,2
THA,CHN,1996,1
TUR,CHN,1996,3
TWN,CHN,1996,2.02222222222222
TZA,CHN,1996,4
UGA,CHN,1996,3.65
UKR,CHN,1996,1
URY,CHN,1996,3.4
USA,CHN,1996,2.13863636363636
UZB,CHN,1996,6.25
VNM,CHN,1996,2.4
ZAF,CHN,1996,3
FRA,CIV,1996,2.8
FRA,CMR,1996,1
KEN,CMR,1996,1
NGA,CMR,1996,-6.33333333333333
BDI,COD,1996,-2
CAN,COD,1996,4
CHE,COD,1996,2
COG,COD,1996,1
FRA,COD,1996,0.8
KEN,COD,1996,1.33333333333333
RWA,COD,1996,3.5
UGA,COD,1996,-2
USA,COD,1996,7
ZAF,COD,1996,2.5
CHN,COG,1996,1
COD,COG,1996,1
FRA,COG,1996,2.8
BRA,COL,1996,1
ESP,COL,1996,1
FRA,COL,1996,1.93333333333333
PAN,COL,1996,5
URY,COL,1996,0
USA,COL,1996,0.095
CHL,CRI,1996,1.45
COL,CRI,1996,1.33333333333333
DEU,CRI,1996,3.4
KOR,CRI,1996,4
NIC,CRI,1996,7.4
SLV,CRI,1996,1
VAT,CRI,1996,2.8
AGO,CUB,1996,2.8
CAN,CUB,1996,0
CHL,CUB,1996,4.16
CHN,CUB,1996,1.13333333333333
CZE,CUB,1996,8
ESP,CUB,1996,-0.4
FRA,CUB,1996,1
HTI,CUB,1996,5.4
IRQ,CUB,1996,7.5
MEX,CUB,1996,1
PRK,CUB,1996,1.9
PRT,CUB,1996,1
PRY,CUB,1996,8
USA,CUB,1996,0.92
VAT,CUB,1996,1.66666666666667
ZAF,CUB,1996,3.5
GBR,CYP,1996,1.9
GRC,CYP,1996,0.2
IRL,CYP,1996,4
ISR,CYP,1996,1
ITA,CYP,1996,7
SVK,CYP,1996,2.8
TUR,CYP,1996,-7.14285714285714
USA,CYP,1996,2.33333333333333
CHN,CZE,1996,5
CUB,CZE,1996,8
DEU,CZE,1996,3.125
EST,CZE,1996,3
FIN,CZE,1996,1
GBR,CZE,1996,3.5
HUN,CZE,1996,4
IND,CZE,1996,1
ITA,CZE,1996,1
JPN,CZE,1996,7
KAZ,CZE,1996,8
KWT,CZE,1996,4
MYS,CZE,1996,0
POL,CZE,1996,2.5
RUS,CZE,1996,2.5
SGP,CZE,1996,1
SRB,CZE,1996,3.2
SVK,CZE,1996,2.82352941176471
TWN,CZE,1996,7
AUT,DEU,1996,1
AZE,DEU,1996,8
BIH,DEU,1996,1.9
BLR,DEU,1996,1.9
CAN,DEU,1996,1
CHL,DEU,1996,1
CHN,DEU,1996,2.16
COL,DEU,1996,3
CZE,DEU,1996,2.85
ERI,DEU,1996,0
ESP,DEU,1996,2.25
FRA,DEU,1996,2.56857142857143
GBR,DEU,1996,1.2
GRC,DEU,1996,4
HRV,DEU,1996,3.33333333333333
IDN,DEU,1996,3.04
IRL,DEU,1996,2
ISR,DEU,1996,1.375
ITA,DEU,1996,2.2
JPN,DEU,1996,4
KAZ,DEU,1996,4.7
LTU,DEU,1996,1
MAR,DEU,1996,4
NIC,DEU,1996,8
PAK,DEU,1996,0
PER,DEU,1996,2.5
POL,DEU,1996,4
PSE,DEU,1996,4
ROU,DEU,1996,1
RUS,DEU,1996,2.40566037735849
RWA,DEU,1996,1
SGP,DEU,1996,4
SRB,DEU,1996,1
SVK,DEU,1996,2.98
TUN,DEU,1996,2.8
TUR,DEU,1996,1.65
UKR,DEU,1996,2.375
USA,DEU,1996,0.833333333333333
UZB,DEU,1996,1.4
VEN,DEU,1996,8
ZAF,DEU,1996,5.66666666666667
ERI,DJI,1996,1
BGR,DNK,1996,1
EST,DNK,1996,1.9
LVA,DNK,1996,3
MNG,DNK,1996,1
POL,DNK,1996,4
RUS,DNK,1996,4
SVK,DNK,1996,1
THA,DNK,1996,0
TUR,DNK,1996,0.7
ARG,DOM,1996,1
ESP,DOM,1996,4.5
HTI,DOM,1996,2.1
EGY,DZA,1996,-4.05
ESP,DZA,1996,2.5
ETH,DZA,1996,7
FRA,DZA,1996,1.83333333333333
GHA,DZA,1996,1.9
IRQ,DZA,1996,1.3
LBY,DZA,1996,1
MRT,DZA,1996,3
PRT,DZA,1996,1.9
PSE,DZA,1996,1.45
SYR,DZA,1996,4
USA,DZA,1996,2.45
ZAF,DZA,1996,1.45
CHL,ECU,1996,1
PER,ECU,1996,-2
RUS,ECU,1996,1
ARE,EGY,1996,1.75
BHR,EGY,1996,0
CHN,EGY,1996,2
DZA,EGY,1996,2.8
ERI,EGY,1996,4
ESP,EGY,1996,3.4
ETH,EGY,1996,1
FRA,EGY,1996,0.166666666666667
GBR,EGY,1996,1.9
IRL,EGY,1996,1.15
IRN,EGY,1996,1
ISR,EGY,1996,1.74909090909091
ITA,EGY,1996,1.16666666666667
JOR,EGY,1996,1.36
